Count,Pattern,Songs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,B 3A 3C 4B 3A 3,[Drg. Col. 193.txt, BB. Col. 21p.txt, BB. Col. 21u.txt, BB. Col. 17.txt, CB. Col. 766.txt, NU. Col. 93.txt, CB. Col. 354.txt, mrz 40.txt, CB. Col. 763.txt, Bog. Col. 302.txt, mrz 106.txt, CB. Col. 767.txt, GBr. Col. 157.txt, BB. Col. 21j.txt, maram_186.txt, NU_193.txt, GBr. Col. 119.txt, BB. Col. 21g.txt, mio_20.txt, BB. Col. 21i.txt, BB. Col. 21e.txt, CB. Col. 769.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C 4B 3A 3A 3G 3G 3,[mio_319.txt, CB. Col. 354.txt, NU_262.txt, mio_41.txt, mio_274.txt, mio_194.txt, del 112.txt, mrz 115.txt, Drg. Col. 299.txt, mio_225.txt, Bog. Col. 43.txt, CB. Col. 519.txt, mio_23.txt, mio_47.txt, BB. Col. 21j.txt, mio_232.txt, Bog. Col. 337.txt, mio_233.txt, Bog. Col. 335.txt, CBr. Cst. 31.txt, BB. Col. 21i.txt, IP. Cşez. 153.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,B 3D 4C 4B 3A 3G 3,[BB. Col. 207.txt, Bog. Col. 169.txt, GBr. Col. 156.txt, Bog. Col. 15.txt, Drg. Col. 303b.txt, mio_214.txt, mio_4.txt, mio_424.txt, CBr. Col. 18.txt, TBred. Col. nr. 387.txt, GBr. Col. 48.txt, mio_229.txt, Drg. Col. 303a.txt, mio_337.txt, Drg. Col. 121.txt, Bog. Col. 163.txt, mio_80.txt, Bog. Col. 12.txt, GBr. Col. 226.txt, GBr. Col. 191.txt, IP. Cşez. 14.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D 4E 4D 4C 4B 3A 3,[mio_29.txt, CB. Col. 819.txt, mrz 39.txt, NL_221.txt, mio_18.txt, mio_21.txt, mio_262.txt, CB. Col. 807.txt, maram_186.txt, mio_432.txt, Drg. Col. 223.txt, Bog. Col. 271.txt, mio_19.txt, CB. Col. 464.txt, mio_20.txt, mrz 75.txt, mio_13.txt, Drg. Col. 242.txt, mio_24.txt, mio_425.txt, GBr. Col. 150.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,G 3A 3B 3G 3A 3,[IP. Col.106.txt, mio_296.txt, BB. Col. 34a.txt, NU_218.txt, CBr. Col. 18.txt, mio_79.txt, EC. C.rit.fun. 43.txt, Drg. Col. 230.txt, del 74.txt, Bog. Col. 693.txt, mio_8.txt, IP. Col. 99.txt, maram_237.txt, NU. Col. 66.txt, maram_235.txt, Drg. Col. 248.txt, mio_33.txt, Bog. Col. 684.txt, NU. Cvj. 260.txt, IP. Col. 90.txt, BB. Col. 12d.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D 4C 4B 3A 3B 3,[BB1. Col. 18.txt, CB. Col. 731.txt, mio_283.txt, mrz 39.txt, CB. Col. 764.txt, Bog. Col. 137.txt, CBr. Col. 18.txt, BB. Col. 21y.txt, Drg. Col. 303a.txt, mio_343.txt, mio_216.txt, mio_8.txt, BB. Col. 21l.txt, del 111.txt, CBr. Cst. 35.txt, CB. Col. 853.txt, maram_237.txt, BB. Col. 14.txt, BB. Col. 12d.txt, CB. Col. 477.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B 3B 3D 4D 4C 4,[CB. Col. 341.txt, CB. Col. 814.txt, CB. Col. 763.txt, mio_25.txt, CB. Col. 889.txt, Bog. Col. 687.txt, mio_17.txt, CB. Col. 767.txt, CB. Col. 461.txt, BB. Col. 26d.txt, CB. Col. 351.txt, CBr. Bal. 7.txt, CB. Col. 815.txt, GBr. Col. 119.txt, CB. Col. 890.txt, BB. Col. 7a.txt, mio_401.txt, NU_254.txt, CB. Col. 769.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,B 3C 4B 3A 3A 3G 3,[GBr. Col. 156.txt, Bog. Col. 312.txt, mio_16.txt, mio_41.txt, Drg. Doină. Nr. 29.txt, CB. Col. 355.txt, Bog. Col. 328.txt, Bog. Col. 222.txt, Bog. Col. 43.txt, mio_23.txt, Bog. Col. 693.txt, CB. Col. 773.txt, mio_47.txt, BB. Col. 21j.txt, mio_232.txt, CB. Col. 458.txt, CBr. Cst. 31.txt, Bog. Col. 684.txt, IP. Cşez. 153.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A 3D 4C 4B 3A 3G 3,[mio_349.txt, mio_344.txt, mio_338.txt, mio_81.txt, del 34.txt, NL_1.txt, EC. Col. 1.txt, CB. Col. 820.txt, TBred. Col. nr. 387.txt, mio_318.txt, mio_224.txt, mio_343.txt, mio_381.txt, mio_378.txt, mio_233.txt, Drg. Bal.Mioriţa. Nr. 30.txt, GBr. Col. 293.txt, mio_282.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,G 3A 3B 3C 4B 3A 3,[Bog. Col. 681.txt, IB. C. 17.txt, Bog. Col. 312.txt, CB. Col. 803.txt, mio_316.txt, CB. Col. 805.txt, Bog. Col. 328.txt, CB. Col. 773.txt, CB. Col. 858.txt, CB. Col. 361.txt, Drg. Col. 223.txt, CBr. Col. p. 156.txt, mrz 75.txt, CB. Col. 583.txt, CBr. Col. p. 210.txt, Drg. Col. 242.txt, BB. Col. 4.txt, CB. Col. 371.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,B 3D 4C 4B 3C 4A 3,[CB. Col. 341.txt, NL_221.txt, CB. Col. 338.txt, mio_9.txt, CB. Col. 355.txt, mio_417.txt, GBr. Col. 149.txt, mio_10.txt, Bog. Col. 176.txt, mio_402.txt, CB. Col. 351.txt, CB. Col. 339.txt, mio_263.txt, CB. Col. 817.txt, Bog. Col. 335.txt, mio_414.txt, mio_412.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C 4B 3A 3B 3A 3G 3,[del 109.txt, CB. Col. 863.txt, BB. Col. 21k.txt, CB. Col. 731.txt, BB. Col. 21n.txt, Bog. Col. 270.txt, GBr. Col. 48.txt, Bog. Col. 71.txt, BB. Col. 16b.txt, maram_186.txt, Drg. Col. 301.txt, mio_20.txt, Bog. Col. 180.txt, BB. Col. 21r.txt, BB. Col. 16a.txt, BB. Col. 21e.txt, mio_267.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C 4B 3A 3B 3G 3G 3,[BB1. Col. 18.txt, mrz 113.txt, NU. Col. 114.txt, CB. Col. 841.txt, BB. Col. 25.txt, BB. Col. 21n.txt, CB. Col. 842.txt, Bog. Col. 137.txt, mio_216.txt, mrz 114.txt, mio_28.txt, mrz 112.txt, mio_8.txt, maram_237.txt, CB. Col. 451.txt, BB. Col. 12d.txt, CB. Col. 477.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D 4C 4B 3D 4C 4B 3,[CB. Col. 341.txt, CB. Col. 338.txt, Drg. Col. 303b.txt, mio_9.txt, CB. Col. 355.txt, mio_417.txt, mio_264.txt, GBr. Col. 149.txt, mio_10.txt, CB. Col. 796.txt, Drg. Col. 121.txt, mio_402.txt, BB. Col. 26d.txt, CB. Col. 351.txt, CB. Col. 339.txt, CB. Col. 817.txt, mio_33.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C 4B 3D 4C 4B 3C 4,[CB. Col. 341.txt, CB. Col. 338.txt, mio_9.txt, CB. Col. 355.txt, mio_417.txt, GBr. Col. 149.txt, mio_10.txt, Bog. Col. 176.txt, mio_402.txt, CB. Col. 351.txt, CB. Col. 339.txt, mio_263.txt, Bog. Col. 335.txt, CB. Col. 817.txt, mio_414.txt, mio_412.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D 4C 4B 3G 3A 3,[BB. C. 86.txt, Bog. Col. 322.txt, GBr. Col. 274.txt, CB. Col. 796.txt, CB. Col. 463.txt, mio_8.txt, CBr. Cst. 35.txt, Drg. Col. 105.txt, IP. Col. 99.txt, GBr. Col. 224.txt, maram_235.txt, GBr. Col. 154.txt, IP. Col. 90.txt, BB. Col. 12d.txt, Bog. Col. 18.txt, MF(AV). Cd. XXII 4.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B 3A 3G 3G 3A 3B 3,[del 109.txt, BB. Col. 207.txt, GBr. Col. 156.txt, mio_234.txt, NU_156.txt, mio_400.txt, CBr. Col. 18.txt, TBred. Col. nr. 387.txt, Bog. Col. 693.txt, DK_121.txt, SDrg. Doina. 28a.txt, mio_33.txt, Bog. Col. 684.txt, SDrg. Doina. 28b.txt, BB. Col. 18.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,B 3D 4D 4C 4B 3D 4,[CB. Col. 341.txt, mio_9.txt, mio_417.txt, mio_264.txt, mio_10.txt, CB. Col. 461.txt, mio_402.txt, BB. Col. 26d.txt, CB. Col. 351.txt, CBr. Bal. 7.txt, CB. Col. 339.txt, CB. Col. 815.txt, CB. Col. 817.txt, mio_401.txt, CB. Col. 477.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D 4D 4C 4B 3D 4C 4,[CB. Col. 341.txt, mio_194.txt, CB. Col. 338.txt, mio_9.txt, CB. Col. 355.txt, mio_417.txt, mio_264.txt, GBr. Col. 149.txt, CB. Col. 796.txt, mio_10.txt, mio_402.txt, BB. Col. 26d.txt, CB. Col. 351.txt, CB. Col. 339.txt, CB. Col. 817.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,G 3B 3A 3A 3G 3,[BB. Col. 21z.txt, CB. Col. 764.txt, GBr. Col. 149.txt, BB. Col. 23a.txt, mrz 87.txt, CB. Col. 519.txt, BB. Col. 24.txt, Drg. Col. 162.txt, mrz 208.txt, mrz 174.txt, CB. Col. 351.txt, CB. Col. 775.txt, mrz 88.txt, EC. C.rit.fun. 40.txt, mio_293.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B 3A 3G 3G 3A 3A 3,[Bog. Col. 37.txt, EC. Col. 3.txt, Drg. Col. 267.txt, EC. Col. 1.txt, CB. Col. 515.txt, Bog. Col. 71.txt, IP. Col.186.txt, CBr. Col. 11.txt, BB. Col. 21g.txt, EC. Col. 2.txt, mio_20.txt, Bog. Col. 180.txt, CB. Col. 460.txt, CB. Col. 581.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B 3D 4C 4B 3A 3A 3,[BB1. Col. 18.txt, Drg. Col. 193.txt, BB. Col. 207.txt, mio_422.txt, BB. Hore. 89.txt, mio_4.txt, BB. Col. 26d.txt, BB. Col. 29.txt, Bog. Col. 163.txt, mio_226.txt, CBr. Cst. 31.txt, mio_321.txt, CB. Col. 862.txt, GBr. Col. 204.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C 4B 3A 3C 4B 3A 3,[BB. Col. 21u.txt, BB. Col. 17.txt, BB. Col. 21p.txt, NU. Col. 93.txt, CB. Col. 354.txt, mrz 40.txt, BB. Col. 21d.txt, GBr. Col. 157.txt, BB. Col. 21j.txt, maram_186.txt, BB. Col. 21g.txt, mio_20.txt, BB. Col. 21i.txt, BB. Col. 21e.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C 4B 3A 3G 3A 3B 3,[Drg. Col. 193.txt, GBr. Col. 143.txt, Drg. Col. 303b.txt, BB. Col. 3c.txt, EC. C.rit.fun. 43.txt, Drg. Col. 303a.txt, Drg. Col. 223.txt, BB. Col. 30a.txt, CB. Col. 464.txt, mrz 75.txt, CB. Col. 765.txt, Bog. Col. 199.txt, CB. Col. 583.txt, Drg. Col. 242.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D 4C 4B 3A 3G 3A 3,[mio_81.txt, Drg. Col. 303b.txt, BB. Col. 3c.txt, Drg. Col. 303a.txt, mio_343.txt, Drg. Col. 223.txt, mio_80.txt, BB. Col. 30a.txt, DK_107.txt, CB. Col. 464.txt, mrz 75.txt, Bog. Col. 199.txt, Drg. Col. 242.txt, GBr. Col. 73.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,G 3A 3B 3A 3G 3G 3,[CB. Col. 539.txt, mio_81.txt, GBr. Col. 143.txt, mio_82.txt, CB. Col. 896.txt, CB. Col. 820.txt, Bog. Col. 693.txt, mio_80.txt, BB. Col. 21o.txt, NU_159.txt, Bog. Col. 684.txt, BB. Col. 18.txt, IP. Cşez. 14.txt, CB. Col. 888.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B 3A 3B 3C 4B 3A 3,[Drg. Col. 144.txt, CB. Col. 863.txt, GBr. Col. 156.txt, BB. Col. 21b.txt, CB. Col. 842.txt, mio_307.txt, mio_47.txt, BB. Col. 21l.txt, CBr. Cst. 35.txt, Bog. Col. 655.txt, CB. Col. 765.txt, BB. C. 257.txt, BB. Col. 12aa.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B 3A 3G 3A 3B 3G 3,[CB. Col. 772.txt, GBr. Col. 143.txt, CB. Col. 816.txt, GBr. Col. 145.txt, BB. C. 178.txt, Bog. Col. 34.txt, CB. Col. 811.txt, CBr. Col. p. 159.txt, EC. C.rit.fun. 43.txt, sul 302.txt, CB. Col. 464.txt, CB. Col. 583.txt, Drg. Col. 242.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B 3C 4B 3A 3B 3G 3,[mio_236.txt, NU. Col. 114.txt, IB. C. 17.txt, Drg. Col. 211.txt, CB. Col. 841.txt, CB. Col. 842.txt, CB. Col. 891.txt, CB. Col. 889.txt, mio_28.txt, CB. Col. 732.txt, CB. Col. 890.txt, CB. Col. 451.txt, mio_24.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C 4B 3A 3G 3D 3G 3,[mio_349.txt, IP. Col.106.txt, Bog. Col. 169.txt, mio_238.txt, del 34.txt, mio_424.txt, CB. Col. 500.txt, Bog. Col. 36.txt, mio_342.txt, mio_224.txt, mio_378.txt, GBr. Col. 191.txt, mio_282.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D 4C 4B 3A 3B 3G 3,[BB1. Col. 18.txt, mrz 39.txt, CB. Col. 764.txt, Bog. Col. 137.txt, mio_343.txt, mio_216.txt, mio_8.txt, CB. Col. 853.txt, maram_237.txt, GBr. Col. 191.txt, BB. Col. 14.txt, BB. Col. 12d.txt, CB. Col. 477.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D 4C 4B 3A 3G 3D 3,[mio_349.txt, mio_338.txt, IP. Col.106.txt, Bog. Col. 169.txt, del 34.txt, mio_424.txt, mio_342.txt, mio_318.txt, mio_224.txt, mio_378.txt, GBr. Col. 191.txt, Drg. Bal.Mioriţa. Nr. 30.txt, mio_282.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,G 3A 3A 3B 3A 3G 3,[mio_30.txt, BB1. Col. 18.txt, mio_29.txt, mio_18.txt, BB. Col. 33a.txt, Bog. Col. 71.txt, mio_42.txt, IP. Col.186.txt, mio_19.txt, mio_20.txt, mio_13.txt, Bog. Col. 180.txt, EC. C.rit.fun. 42.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A 3B 3A 3G 3G 3G 3,[BB. Col. 21k.txt, GBr. Col. 273.txt, BB. Col. 22.txt, CB. Col. 539.txt, BB. Col. 21l.txt, BB. Col. 21o.txt, BB. Col. 21n.txt, NU_159.txt, BB. Col. 21r.txt, BB. Col. 21a.txt, BB. Col. 21e.txt, EC. C.rit.fun. 42.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A 3G 3G 3G 3A 3B 3,[Drg. Col. 168.txt, EC. C.propriu-zis. 132.txt, mio_12.txt, GBr. Col. 273.txt, CB. Col. 352.txt, NU_194.txt, Bog. Col. 655.txt, NU_159.txt, BB. Col. 21a.txt, NU. Col. 113.txt, BB. Col. 16c.txt, EC. C.rit.fun. 42.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B 3A 3A 3G 3G 3A 3,[BB. Col. 21j.txt, mrz 174.txt, mio_432.txt, mio_274.txt, mio_19.txt, CB. Col. 947.txt, mio_13.txt, BB. Col. 21i.txt, Bog. Col. 43.txt, mio_290.txt, CB. Col. 451.txt, CB. Col. 519.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B 3A 3B 3A 3G 3G 3,[del 109.txt, BB. Col. 21k.txt, GBr. Col. 273.txt, BB. Col. 21l.txt, NU_196.txt, BB. Col. 21n.txt, mio_20.txt, SDrg. Boc. 3.txt, BB. Col. 21r.txt, BB. Col. 6.txt, TBred. Cpropriu-zis. nr. 58.txt, BB. Col. 21e.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B 3A 3C 4B 3A 3G 3,[Drg. Col. 193.txt, CB. Col. 767.txt, BB. Col. 21p.txt, BB. Col. 17.txt, GBr. Col. 157.txt, CB. Col. 766.txt, mrz 40.txt, CB. Col. 763.txt, NU_193.txt, GBr. Col. 119.txt, BB. Col. 21g.txt, CB. Col. 769.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B 3A 3G 3A 3G 3,[GBr. Col. 152.txt, CB. Col. 857.txt, BB. Col. 21o.txt, DK_107.txt, Bog. Col. 655.txt, mrz 75.txt, mrz 45.txt, mio_22.txt, mio_2.txt, Bog. Col. 675.txt, mio_307.txt, Bog. Col. 660.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B 3C 4A 3A 3B 3C 4,[CB. Col. 341.txt, CBr. Col. p. 234.txt, mio_16.txt, mio_263.txt, CB. Col. 896.txt, mio_15.txt, CB. Col. 859.txt, mio_14.txt, mio_25.txt, mio_414.txt, mio_38.txt, CB. Col. 888.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C 4D 4C 4B 3C 4A 3,[mio_415.txt, mio_11.txt, Bog. Col. 333.txt, CBr. Col. p. 234.txt, mio_16.txt, mio_56.txt, Bog. Col. 337.txt, mio_26.txt, EC. Col. 2.txt, mio_15.txt, mio_14.txt, mio_25.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D 4C 4A#3A 3G 3G 3,[Drg. Col. 168.txt, BB. Col. 12v.txt, Drg. Col. 169.txt, Drg. Col. 149.txt, BB. Col. 12i.txt, CB. Col. 813.txt, CB. Col. 549.txt, BB. Col. 21m.txt, Bog. Col. 678.txt, BB. Col. 16.txt, Bog. Col. 676.txt, Drg. Col. 204.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D 4C 4B 3A 3A 3A 3,[mio_17.txt, Drg. Col. 193.txt, BB1. Col. 18.txt, CB. Col. 807.txt, mio_320.txt, IP. Col.106.txt, CB. Col. 731.txt, mio_82.txt, mio_4.txt, mio_282.txt, mio_321.txt, mio_24.txt],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
